ano,dia
10479,30
10479,34
10479,40
10479,49
10480,5
10480,13
10480,28
10480,28
10480,30
10480,33
10480,34
10480,36
10480,45
10480,49
10481,2
10481,5
10481,14
10481,25
10481,32
10481,37
10481,49
10482,2
10482,32
10482,43
10482,48
10483,2
10483,10
10483,15
10483,23
10483,38
10484,11
10484,14
10484,25
10484,28
10484,32
10484,45
10484,47
10484,47
10484,49
10485,4
10485,7
10485,24
10485,29
10485,41
10486,17
10486,32
10486,35
10486,40
10487,8
10487,8
10487,28
10487,50
10488,21
10488,25
10488,26
10488,31
10488,38
10488,42
10488,48
10488,49
10488,49
10488,50
10489,4
10489,15
10489,21
10489,41
10490,2
10490,7
10490,12
10490,14
10490,20
10490,21
10490,21
10490,40
10490,40
10490,46
10490,48
10490,48
10491,5
10491,6
10491,13
10491,13
10491,14
10491,16
10491,31
10491,31
10491,32
10491,36
10491,40
10491,44
10491,47
10492,1
10492,8
10492,9
10492,22
10492,23
10492,23
10492,35
10492,35
10492,39
10492,47
10492,50
10493,1
10493,6
10493,13
10493,20
10493,23
10493,31
10493,32
10494,2
10494,6
10494,17
10494,34
10494,41
10494,41
10495,5
10495,11
10495,29
10495,37
10495,42
10495,42
10495,48
10496,17
10496,40
10496,41
10497,42
10497,47
10498,2
10498,4
10498,11
10498,11
10498,16
10498,21
10498,24
10498,25
10498,25
10498,28
10498,30
10498,31
10498,34
10498,34
10498,44
10498,47
10498,50
10499,1
10499,15
10499,26
10499,27
10499,35
10499,40
10499,50
10500,1
10500,14
10500,14
10500,26
10500,27
10500,36
10500,37
10500,44
10501,3
10501,10
10501,13
10501,17
10501,19
10501,20
10501,22
10501,23
10501,24
10501,32
10501,42
10501,43
10501,44
10501,47
10502,14
10502,28
10502,34
10502,40
10502,43
10503,5
10503,5
10503,8
10503,12
10503,15
10503,23
10503,25
10503,26
10503,26
10503,33
10503,35
10504,7
10504,8
10504,12
10504,14
10504,21
10504,22
10504,24
10504,24
10504,25
10504,31
10504,39
10504,47
10505,15
10505,15
10505,17
10505,34
10505,47
10505,48
10505,49
10506,13
10506,19
10506,33
10506,42
10506,47
10506,48
10507,1
10507,6
10507,8
10507,9
10507,10
10507,11
10507,13
10507,13
10507,23
10507,29
10507,30
10507,31
10507,42
10507,49
10508,11
10508,14
10508,20
10508,34
10508,42
10508,43
10508,50
10509,1
10509,16
10509,18
10509,22
10509,31
10509,36
10509,42
10509,45
10509,47
10509,49
10510,8
10510,9
10510,12
10510,16
10510,17
10510,22
10510,22
10510,26
10510,32
10510,33
10510,33
10510,36
10510,37
10510,43
10510,48
10511,7
10511,16
10511,26
10511,36
10511,44
10511,48
10511,49
10512,12
10512,15
10512,19
10512,21
10512,24
10512,36
10512,39
10512,40
10512,41
10512,43
10513,9
10513,15
10513,16
10513,17
10513,20
10513,34
10513,38
10513,38
10513,40
10513,50
10514,6
10514,20
10514,26
10514,28
10514,36
10514,41
10514,43
10514,44
10514,45
10514,48
10515,9
10515,18
10515,19
10515,40
10515,46
10516,19
10516,24
10516,26
10516,27
10516,38
10516,47
10517,1
10517,6
10517,9
10517,13
10517,13
10517,17
10517,20
10517,22
10517,26
10517,37
10517,43
10517,45
10517,47
10518,2
10518,10
10518,13
10518,19
10518,24
10518,24
10518,30
10518,38
10518,39
10518,46
10519,1
10519,12
10519,17
10519,27
10519,29
10519,30
10519,35
10519,39
10519,44
10519,45
10519,47
10520,3
10520,8
10520,13
10520,23
10520,25
10520,38
10520,44
10520,45
10520,47
10520,50
10521,11
10521,22
10521,29
10521,32
10521,35
10521,37
10521,38
10522,1
10522,3
10522,5
10522,13
10522,20
10522,21
10522,40
10522,43
10522,48
10522,48
10523,2
10523,9
10523,12
10523,13
10523,13
10523,15
10523,17
10523,22
10523,27
10523,44
10523,50
10524,4
10524,11
10524,16
10524,21
10524,26
10524,29
10524,29
10524,35
10524,41
10524,48
10524,49
10524,50
10525,10
10525,13
10525,13
10525,25
10525,41
10525,43
10526,3
10526,7
10526,9
10526,11
10526,16
10526,21
10526,41
10526,41
10526,43
10526,46
10527,3
10527,11
10527,15
10527,16
10527,23
10527,23
10527,30
10527,33
10527,34
10527,50
10528,1
10528,1
10528,2
10528,4
10528,4
10528,6
10528,8
10528,11
10528,12
10528,13
10528,13
10528,15
10528,15
10528,33
10528,33
10528,35
10528,41
10528,46
10528,47
10528,50
10529,5
10529,12
10529,13
10529,31
10529,32
10529,34
10529,34
10530,3
10530,5
10530,10
10530,35
10530,37
10530,38
10530,38
10530,40
10530,46
10531,1
10531,8
10531,13
10531,18
10531,21
10531,29
10531,31
10531,32
10531,32
10531,34
10531,34
10531,37
10531,37
10531,39
10531,40
10531,48
10531,48
10532,5
10532,12
10532,14
10532,19
10532,23
10532,25
10532,34
10532,35
10532,38
10532,39
10532,44
10533,5
10533,9
10533,15
10533,18
10533,37
10533,45
10533,47
10534,3
10534,5
10534,11
10534,22
10534,23
10534,31
10534,35
10534,37
10534,43
10534,46
10535,6
10535,6
10535,6
10535,13
10535,15
10535,17
10535,20
10535,22
10535,24
10535,28
10535,32
10535,37
10535,38
10535,40
10535,41
10535,41
10535,45
10535,50
10536,4
10536,7
10536,22
10536,25
10536,25
10536,30
10536,38
10536,49
10537,5
10537,9
10537,12
10537,13
10537,24
10537,30
10537,37
10537,43
10538,2
10538,2
10538,4
10538,6
10538,10
10538,11
10538,12
10538,14
10538,15
10538,20
10538,30
10538,33
10538,38
10538,39
10538,48
10539,15
10539,18
10539,22
10539,24
10539,29
10539,32
10539,36
10539,39
10539,44
10540,10
10540,20
10540,25
10540,28
10540,29
10540,34
10540,35
10540,35
10540,42
10540,49
10541,3
10541,5
10541,8
10541,9
10541,17
10541,17
10541,31
10541,31
10541,32
10541,38
10541,46
10542,8
10542,11
10542,17
10542,18
10542,24
10542,24
10542,29
10542,36
10542,40
10542,41
10542,41
10542,43
10542,45
10543,3
10543,4
10543,6
10543,7
10543,14
10543,18
10543,23
10543,29
10543,30
10543,39
10543,44
10544,1
10544,7
10544,13
10544,17
10544,20
10544,32
10544,42
10544,43
10544,43
10544,49
10545,4
10545,5
10545,12
10545,16
10545,25
10545,28
10545,42
10545,47
10546,4
10546,19
10546,22
10546,22
10546,24
10546,32
10546,32
10546,34
10546,44
10547,1
10547,2
10547,4
10547,6
10547,7
10547,9
10547,10
10547,16
10547,24
10547,25
10547,28
10547,40
10547,48
10548,5
10548,6
10548,19
10548,26
10548,35
10548,42
10548,45
10548,48
10549,5
10549,9
10549,19
10549,20
10549,22
10549,30
10549,40
10549,40
10549,45
10549,47
10549,47
10550,1
10550,1
10550,3
10550,3
10550,10
10550,13
10550,23
10550,31
10550,35
10550,38
10550,44
10551,6
10551,15
10551,16
10551,23
10551,23
10551,28
10551,30
10551,30
10551,31
10551,33
10552,7
10552,18
10552,18
10552,23
10552,26
10552,27
10552,28
10552,28
10552,31
10552,45
10553,7
10553,11
10553,19
10553,26
10553,26
10553,28
10553,33
10553,44
10554,8
10554,13
10554,22
10554,22
10554,22
10554,30
10554,34
10554,35
10554,44
10554,44
10554,47
10555,5
10555,7
10555,11
10555,14
10555,16
10555,24
10555,37
10555,38
10555,38
10555,43
10555,44
10555,48
10556,4
10556,24
10556,33
10556,36
10556,39
10556,39
10557,1
10557,12
10557,17
10557,30
10557,34
10557,36
10557,37
10557,38
10557,39
10558,9
10558,9
10558,10
10558,10
10558,11
10558,19
10558,19
10558,22
10558,24
10558,33
10558,33
10558,39
10558,42
10558,42
10558,42
10558,45
10558,45
10558,46
10559,4
10559,11
10559,25
10559,26
10559,35
10559,38
10559,41
10559,45
10559,46
10559,47
10560,2
10560,6
10560,6
10560,13
10560,23
10560,24
10560,43
10560,46
10561,10
10561,14
10561,14
10561,16
10561,26
10561,39
10561,46
10561,46
10561,46
10562,11
10562,13
10562,14
10562,17
10562,28
10562,29
10562,31
10562,33
10562,37
10562,37
10562,49
10563,5
10563,8
10563,10
10563,10
10563,14
10563,15
10563,24
10563,24
10563,27
10563,33
10563,44
10563,48
10564,2
10564,5
10564,5
10564,12
10564,12
10564,13
10564,18
10564,19
10564,20
10564,22
10564,23
10564,24
10564,24
10564,25
10564,28
10565,1
10565,2
10565,7
10565,8
10565,12
10565,13
10565,17
10565,17
10565,22
10565,50
10566,13
10566,13
10566,34
10566,35
10566,43
10566,46
10566,50
10566,50
10567,3
10567,4
10567,5
10567,8
10567,9
10567,10
10567,10
10567,11
10567,11
10567,21
10567,24
10567,29
10567,35
10567,36
10567,36
10567,44
10567,47
10568,3
10568,9
10568,12
10568,19
10568,29
10568,34
10568,46
10569,3
10569,3
10569,9
10569,10
10569,15
10569,34
10569,40
10569,41
10570,6
10570,7
10570,21
10570,27
10570,27
10570,29
10570,30
10570,40
10570,43
10570,47
10570,48
10571,2
10571,24
10571,37
10571,47
10571,49
10571,50
10572,10
10572,11
10572,17
10572,18
10572,25
10572,27
10572,31
10572,35
10573,8
10573,8
10573,18
10573,19
10573,25
10573,25
10573,26
10573,28
10573,31
10573,33
10573,40
10573,41
10574,1
10574,7
10574,10
10574,12
10574,12
10574,20
10574,22
10574,27
10574,30
10574,35
10574,36
10575,5
10575,6
10575,11
10575,13
10575,21
10575,23
10575,28
10575,38
10575,39
10575,47
10576,4
10576,5
10576,7
10576,11
10576,14
10576,21
10576,31
10576,34
10576,34
10576,43
10576,44
10577,2
10577,6
10577,8
10577,10
10577,12
10577,13
10577,21
10577,48
10578,17
10578,19
10578,19
10578,25
10578,33
10578,46
10578,49
10578,50
10579,22
10579,27
10579,36
10579,36
10579,37
10580,4
10580,11
10580,22
10580,23
10580,25
10580,28
10580,40
10580,42
10580,43
10581,7
10581,11
10581,11
10581,12
10581,19
10581,49
10581,50
10582,1
10582,11
10582,28
10582,34
10582,35
10582,41
10582,43
10582,44
10583,6
10583,15
10583,24
10583,30
10583,31
10583,40
10583,44
10583,45
10583,45
10583,47
10583,50
10584,1
10584,3
10584,6
10584,9
10584,37
10585,11
10585,16
10585,23
10585,25
10585,27
10585,36
10585,36
10585,40
10585,44
10585,47
10586,12
10586,13
10586,14
10586,18
10586,22
10586,34
10586,37
10586,47
10587,1
10587,9
10587,18
10587,24
10587,24
10587,26
10587,27
10587,32
10587,46
10587,46
10587,47
10588,6
10588,9
10588,9
10588,17
10588,25
10588,29
10588,43
10588,44
10588,46
10589,5
10589,7
10589,11
10589,22
10589,23
10589,25
10589,29
10589,36
10589,39
10589,48
10590,3
10590,5
10590,8
10590,8
10590,13
10590,13
10590,17
10590,18
10590,20
10590,41
10591,6
10591,7
10591,22
10591,30
10591,34
10591,38
10591,38
10591,40
10591,40
10592,1
10592,2
10592,26
10592,27
10592,35
10592,38
10592,43
10592,47
10593,4
10593,11
10593,13
10593,19
10593,25
10593,34
10593,37
10593,37
10594,5
10594,7
10594,9
10594,10
10594,19
10594,32
10594,34
10594,37
10594,40
10594,49
10594,49
10595,4
10595,5
10595,13
10595,16
10595,31
10595,36
10595,37
10595,39
10595,44
10595,47
10595,49
10596,4
10596,6
10596,11
10596,12
10596,15
10596,20
10596,27
10596,28
10596,30
10596,38
10596,43
10597,4
10597,5
10597,6
10597,9
10597,20
10597,22
10597,28
10597,29
10597,35
10597,35
10597,38
10598,3
10598,16
10598,16
10598,19
10598,20
10598,20
10598,36
10598,36
10598,39
10598,45
10598,45
10599,2
10599,5
10599,5
10599,6
10599,6
10599,8
10599,16
10599,17
10599,19
10599,20
10599,22
10599,24
10599,31
10599,36
10599,41
10599,44
10600,7
10600,10
10600,13
10600,17
10600,23
10600,26
10600,27
10600,28
10600,28
10600,36
10600,43
10601,2
10601,4
10601,15
10601,18
10601,20
10601,28
10601,30
10601,34
10601,35
10601,39
10601,43
10602,1
10602,6
10602,7
10602,9
10602,9
10602,10
10602,12
10602,16
10602,24
10602,25
10602,34
10602,38
10602,39
10602,48
10603,3
10603,4
10603,8
10603,14
10603,14
10603,15
10603,19
10603,24
10603,34
10603,35
10603,47
10604,4
10604,7
10604,9
10604,20
10604,23
10604,23
10604,32
10604,39
10605,3
10605,5
10605,10
10605,21
10605,31
10605,40
10605,41
10605,46
10605,47
10606,2
10606,3
10606,3
10606,5
10606,6
10606,8
10606,13
10606,13
10606,15
10606,17
10606,23
10606,32
10606,42
10606,44
10606,46
10607,4
10607,9
10607,14
10607,18
10607,24
10607,27
10607,30
10608,3
10608,11
10608,15
10608,23
10608,28
10608,32
10608,33
10608,36
10608,46
10608,46
10609,2
10609,36
10609,39
10609,44
10609,45
10610,3
10610,4
10610,8
10610,8
10610,8
10610,12
10610,15
10610,26
10610,29
10610,35
10610,44
10610,47
10610,48
10611,3
10611,4
10611,6
10611,6
10611,8
10611,8
10611,13
10611,16
10611,17
10611,18
10611,25
10611,25
10611,26
10611,41
10611,41
10611,45
10611,50
10612,5
10612,7
10612,12
10612,12
10612,13
10612,15
10612,16
10612,21
10612,24
10612,24
10612,33
10612,39
10612,41
10612,41
10613,8
10613,12
10613,14
10613,15
10613,24
10613,30
10613,32
10613,38
10613,42
10613,48
10613,50
10614,1
10614,16
10614,17
10614,19
10614,30
10614,32
10614,34
10614,42
10615,8
10615,11
10615,29
10615,34
10615,37
10615,41
10615,41
10615,47
10616,2
10616,4
10616,17
10616,23
10616,27
10616,29
10616,31
10616,33
10616,41
10616,48
10617,10
10617,16
10617,22
10617,24
10617,26
10617,27
10617,32
10617,33
10617,38
10617,39
10617,40
10617,40
10617,44
10618,4
10618,8
10618,10
10618,12
10618,13
10618,16
10618,22
10618,31
10618,41
10618,42
10619,8
10619,12
10619,23
10619,26
10619,33
10619,35
10619,36
10619,42
10619,44
10620,6
10620,10
10620,16
10620,21
10620,25
10620,26
10620,37
10621,1
10621,24
10621,25
10621,36
10621,38
10621,38
10621,39
10621,48
10622,8
10622,10
10622,14
10622,16
10622,19
10622,22
10622,23
10622,29
10622,40
10622,41
10622,43
10622,47
10622,48
10623,3
10623,8
10623,11
10623,13
10623,15
10623,16
10623,19
10623,21
10623,35
10623,37
10623,44
10624,4
10624,5
10624,8
10624,13
10624,14
10624,20
10624,28
10624,30
10624,33
10624,43
10624,47
10624,48
10625,3
10625,6
10625,7
10625,16
10625,19
10625,20
10625,28
10625,32
10625,37
10625,38
10626,3
10626,4
10626,18
10626,18
10626,18
10626,27
10626,33
10626,34
10626,42
10626,45
10626,45
10626,46
10626,47
10626,48
10626,50
10627,2
10627,4
10627,7
10627,13
10627,20
10627,26
10627,28
10627,35
10627,40
10627,41
10627,43
10627,43
10627,44
10627,47
10628,6
10628,9
10628,11
10628,15
10628,17
10628,24
10628,31
10628,38
10628,42
10628,44
10629,1
10629,3
10629,4
10629,9
10629,9
10629,20
10629,23
10629,24
10629,30
10629,30
10629,44
10630,3
10630,8
10630,13
10630,19
10630,22
10630,24
10630,25
10630,38
10630,39
10630,42
10630,44
10630,45
10631,2
10631,2
10631,5
10631,10
10631,12
10631,14
10631,33
10631,44
10631,45
10631,48
10631,48
10632,4
10632,4
10632,10
10632,18
10632,18
10632,29
10632,35
10632,36
10632,48
10633,5
10633,8
10633,11
10633,11
10633,13
10633,16
10633,18
10633,22
10633,30
10633,34
10633,36
10633,42
10633,48
10633,49
10634,7
10634,16
10634,18
10634,29
10634,39
10634,50
10634,50
10635,1
10635,1
10635,3
10635,5
10635,9
10635,12
10635,21
10635,26
10635,30
10635,34
10635,39
10636,8
10636,20
10636,22
10636,44
10636,46
10636,50
10637,2
10637,16
10637,20
10637,20
10637,23
10637,24
10637,24
10637,28
10637,30
10637,32
10637,37
10637,38
10637,50
10638,1
10638,10
10638,12
10638,14
10638,18
10638,22
10638,29
10638,50
10639,1
10639,16
10639,22
10639,25
10639,40
10640,1
10640,3
10640,4
10640,6
10640,7
10640,13
10640,14
10640,23
10640,24
10640,31
10640,35
10640,42
10640,49
10641,1
10641,10
10641,13
10641,16
10641,16
10641,22
10641,27
10641,29
10641,30
10641,32
10641,33
10642,1
10642,20
10642,27
10642,27
10642,32
10642,35
10642,37
10642,39
10642,39
10642,48
10643,2
10643,6
10643,9
10643,10
10643,14
10643,15
10643,21
10643,26
10643,28
10643,31
10643,39
10643,40
10643,42
10643,45
10644,4
10644,4
10644,5
10644,15
10644,28
10644,31
10644,32
10644,37
10644,40
10644,44
10644,45
10644,50
10645,3
10645,26
10645,28
10645,32
10645,39
10645,39
10645,40
10645,42
10645,48
10646,2
10646,7
10646,15
10646,26
10646,31
10646,32
10646,37
10646,40
10646,46
10646,50
10647,26
10647,40
10648,5
10648,13
10648,23
10648,27
10648,27
10648,30
10648,31
10648,33
10648,36
10648,44
10649,5
10649,16
10649,19
10649,23
10649,36
10649,43
10649,47
10649,47
10650,2
10650,5
10650,8
10650,11
10650,31
10650,37
10650,49
10650,50
10651,7
10651,7
10651,10
10651,18
10651,45
10651,47
10652,3
10652,8
10652,13
10652,15
10652,27
10652,33
10652,36
10652,38
10652,42
10653,4
10653,9
10653,36
10653,44
10653,47
10654,4
10654,6
10654,7
10654,9
10654,10
10654,16
10654,18
10654,34
10654,35
10654,44
10654,45
10654,49
10655,9
10655,15
10655,18
10655,22
10655,22
10655,24
10655,24
10655,35
10655,37
10655,38
10655,49
10656,3
10656,12
10656,17
10656,20
10656,21
10656,25
10656,29
10656,29
10656,31
10656,32
10656,38
10657,4
10657,6
10657,10
10657,25
10657,26
10657,29
10657,32
10657,35
10657,36
10657,37
10657,46
10657,49
10658,4
10658,4
10658,16
10658,20
10658,22
10658,25
10658,28
10658,31
10658,34
10658,37
10658,42
10658,42
10658,49
10659,13
10659,14
10659,39
10659,40
10660,1
10660,2
10660,3
10660,35
10660,35
10661,7
10661,12
10661,13
10661,15
10661,18
10661,23
10661,23
10661,28
10661,29
10661,33
10661,34
10661,37
10661,37
10661,38
10661,42
10661,48
10662,3
10662,6
10662,9
10662,9
10662,18
10662,20
10662,22
10662,28
10662,33
10662,43
10663,7
10663,12
10663,14
10663,23
10663,27
10663,28
10663,32
10663,46
10663,50
10664,10
10664,10
10664,14
10664,15
10664,18
10664,19
10664,25
10664,27
10664,39
10664,40
10664,43
10664,43
10664,49
10665,10
10665,12
10665,16
10665,18
10665,19
10665,22
10665,34
10665,37
10665,45
10665,45
10665,46
10665,47
10665,50
10666,18
10666,20
10666,25
10666,33
10666,35
10666,44
10666,45
10666,50
10666,50
10667,4
10667,12
10667,16
10667,25
10667,28
10667,30
10667,33
10667,39
10667,40
10667,41
10667,45
10667,45
10668,3
10668,7
10668,7
10668,9
10668,10
10668,16
10668,18
10668,28
10668,30
10668,35
10668,43
10669,3
10669,9
10669,10
10669,12
10669,22
10669,24
10669,25
10669,43
10670,6
10670,12
10670,20
10670,23
10670,23
10670,29
10670,30
10670,32
10670,35
10670,40
10670,43
10670,47
10670,49
10670,49
10671,2
10671,4
10671,11
10671,17
10671,21
10671,22
10671,35
10671,43
10671,45
10671,47
10672,20
10672,21
10672,27
10672,27
10672,37
10672,41
10672,42
10672,45
10673,2
10673,5
10673,12
10673,25
10674,2
10674,5
10674,40
10674,45
10675,1
10675,3
10675,3
10675,13
10675,15
10675,16
10675,30
10675,34
10675,34
10675,39
10675,40
10675,45
10676,1
10676,3
10676,6
10676,10
10676,13
10676,25
10676,29
10676,32
10676,37
10676,48
10677,6
10677,8
10677,11
10677,15
10677,18
10677,19
10677,22
10677,26
10677,27
10677,30
10677,31
10677,31
10677,37
10677,37
10677,40
10677,42
10677,44
10677,50
10677,50
10678,5
10678,9
10678,10
10678,13
10678,18
10678,19
10678,27
10678,41
10678,43
10678,48
10678,50
10679,2
10679,2
10679,7
10679,8
10679,21
10679,29
10679,34
10679,37
10679,40
10679,43
10680,2
10680,22
10680,25
10680,26
10680,32
10680,50
10681,10
10681,15
10681,22
10681,22
10681,24
10681,27
10681,29
10681,30
10681,36
10681,48
10681,49
10682,2
10682,4
10682,8
10682,8
10682,30
10682,40
10682,49
10682,49
10682,49
10683,2
10683,8
10683,9
10683,12
10683,22
10683,22
10683,25
10683,27
10683,29
10683,32
10683,35
10683,39
10683,46
10683,48
10683,50
10684,2
10684,10
10684,11
10684,14
10684,15
10684,24
10684,27
10684,29
10684,32
10684,34
10684,37
10684,43
10684,50
10684,50
10685,2
10685,6
10685,11
10685,17
10685,22
10685,37
10685,37
10685,44
10685,46
10685,47
10685,49
10686,13
10686,14
10686,23
10686,24
10686,26
10686,33
10686,37
10686,40
10686,48
10687,6
10687,14
10687,16
10687,18
10687,21
10687,23
10687,37
10687,38
10687,40
10687,43
10687,45
10687,48
10687,49
10687,49
10688,5
10688,11
10688,18
10688,24
10688,25
10688,28
10688,38
10688,40
10688,41
10688,42
10688,49
10689,5
10689,11
10689,25
10689,31
10689,32
10689,35
10689,42
10690,3
10690,7
10690,13
10690,26
10690,28
10690,32
10690,34
10690,39
10690,39
10690,40
10690,41
10690,42
10690,45
10691,3
10691,10
10691,13
10691,15
10691,28
10691,34
10691,39
10691,44
10691,45
10691,48
10691,48
10692,1
10692,9
10692,18
10692,23
10692,23
10692,34
10692,39
10692,39
10692,43
10692,47
10692,49
10692,50
10693,9
10693,16
10693,25
10693,32
10693,42
10693,45
10693,47
10694,5
10694,6
10694,11
10694,11
10694,13
10694,26
10694,48
10694,48
10695,9
10695,11
10695,13
10695,15
10695,33
10695,36
10695,44
10695,45
10696,3
10696,3
10696,5
10696,8
10696,10
10696,10
10696,11
10696,21
10696,34
10696,44
10696,46
10697,15
10697,16
10697,19
10697,46
10698,8
10698,11
10698,11
10698,12
10698,35
10698,40
10698,40
10698,44
10698,45
10698,48
10699,5
10699,9
10699,10
10699,12
10699,16
10699,18
10699,19
10699,31
10699,44
10700,6
10700,9
10700,10
10700,23
10700,28
10700,32
10700,34
10700,42
10700,45
10700,45
10701,1
10701,2
10701,3
10701,9
10701,15
10701,17
10701,26
10701,30
10701,31
10701,36
10702,3
10702,6
10702,9
10702,13
10702,33
10702,47
10702,49
10703,15
10703,21
10703,30
10703,37
10703,38
10703,40
10703,40
10703,46
10704,1
10704,3
10704,8
10704,16
10704,17
10704,19
10704,26
10704,27
10704,31
10704,32
10704,46
10704,49
10705,6
10705,12
10705,28
10705,38
10705,44
10706,1
10706,14
10706,23
10706,42
10706,42
10706,46
10706,49
10707,2
10707,13
10707,14
10707,17
10707,28
10707,33
10707,35
10707,35
10707,38
10707,40
10707,44
10707,47
10707,49
10708,3
10708,10
10708,11
10708,18
10708,20
10708,20
10708,24
10708,27
10708,28
10708,32
10708,35
10708,43
10708,44
10708,44
10709,3
10709,6
10709,9
10709,12
10709,17
10709,20
10709,27
10709,34
10709,44
10709,44
10709,45
10710,1
10710,7
10710,11
10710,12
10710,14
10710,15
10710,16
10710,18
10710,18
10710,23
10710,26
10710,30
10710,43
10710,44
10711,7
10711,9
10711,12
10711,19
10711,20
10711,29
10711,37
10711,48
10712,2
10712,10
10712,15
10712,23
10712,28
10712,28
10712,31
10712,40
10712,42
10712,47
10712,49
10712,49
10713,4
10713,4
10713,6
10713,27
10713,28
10713,29
10713,31
10713,36
10713,39
10713,45
10713,46
10714,1
10714,5
10714,6
10714,11
10714,19
10714,26
10714,35
10714,36
10714,37
10714,41
10714,42
10714,48
10714,49
10714,50
10715,1
10715,5
10715,23
10715,24
10715,27
10715,39
10716,26
10716,27
10716,32
10716,38
10717,7
10717,10
10717,25
10717,27
10717,28
10717,29
10717,32
10717,38
10717,39
10717,42
10717,43
10717,43
10717,49
10718,1
10718,4
10718,8
10718,10
10718,18
10718,26
10718,28
10718,41
10718,43
10718,47
10718,50
10718,50
10719,1
10719,2
10719,5
10719,13
10719,15
10719,18
10719,20
10719,22
10719,26
10719,35
10719,38
10719,39
10719,50
10720,3
10720,16
10720,16
10720,16
10720,23
10720,24
10720,24
10720,30
10720,36
10720,37
10720,44
10720,48
10721,5
10721,8
10721,8
10721,16
10721,22
10721,23
10721,25
10721,35
10721,49
10722,1
10722,7
10722,8
10722,10
10722,10
10722,18
10722,28
10722,31
10722,34
10722,35
10722,42
10722,43
10722,46
10723,9
10723,11
10723,16
10723,20
10723,24
10723,28
10723,38
10724,8
10724,24
10724,26
10724,28
10724,42
10724,46
10725,5
10725,8
10725,17
10725,21
10725,23
10725,24
10725,31
10725,41
10725,47
10726,2
10726,8
10726,14
10726,23
10726,25
10726,26
10726,39
10726,39
10726,44
10726,47
10726,48
10726,48
10727,7
10727,27
10727,36
10727,45
10727,47
10728,12
10728,18
10728,20
10728,21
10728,25
10728,29
10728,30
10728,33
10728,38
10728,42
10728,43
10728,44
10728,46
10728,48
10729,2
10729,4
10729,7
10729,8
10729,13
10729,30
10729,40
10729,43
10729,45
10729,50
10730,7
10730,11
10730,21
10730,22
10730,30
10730,36
10730,37
10730,38
10730,39
10730,48
10730,49
10731,1
10731,6
10731,9
10731,17
10731,18
10731,22
10731,29
10731,30
10731,31
10731,34
10731,38
10731,42
10731,46
10731,50
10732,16
10732,25
10732,26
10732,28
10732,29
10732,39
10732,41
10732,42
10733,2
10733,9
10733,20
10733,21
10733,23
10733,28
10733,39
10733,47
10734,28
10734,30
10734,30
